web-scraper-order,web-scraper-start-url,title_raw,address_raw,price_raw,description_raw
"1678953527-683","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Velogepäckträgertaschen","Bern, 3014, 27.02.2023","50.-","linke und rechte, einfach montierbare Gepäckträger-""Satteltaschen"" für Velos, mit Regenschutz im Bodenetui, zwei kleinen Seitenetuis, 2× ca.10l Taschen"
"1678953527-684","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Klassisches Herrenvelo der Marke Falcon, B22/290","Aargau, 5000, 27.02.2023","600.-","Hersteller: Falcon
Radgrösse:  28 Zoll
Rahmenhöhe: 56 cm
Gangzahl: 18

Beschrieb:

Herren Fahrrad, in Orange / Gold / Metalic für Freizeit, einkaufen oder für Fahrten zum Bahnhof.

Folgende Neu-Teile wurden verbaut:
-Lenkergriffe
-V+H Pneu 
-V+H Radset
-Bremsbeläge
-Kassette
-Glocke 
-V+H Reflektoren
-Brems- und Gangkabel mit Hülle
-Kette
-Pedalen 
-V+H Radset
-Kabelhalterung

Alle Velos sind von unseren Fachleuten repariert und geprüft.
HINWEIS: Ein Versand des Velos ist NICHT möglich!
Für Fragen und Beratungen hilft folgende Adresse weiter:

Kontakt: 
Bikes2Go
Bahnhofstrasse 96
5000 Aarau
Tel. 062 823 91 20

Öffnungszeiten:

Montag bis Freitag
08:00 bis 12:00 Uhr 
13:00 bis 17:00 Uhr

Samstag
Geschlossen

Wir freuen uns auf Deinen Besuch.
Bikes2Go Team"
"1678953527-685","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Zu Verkaufen","Bern, 3612, 27.02.2023","130.-","Ich biete Velos ab Service sind in guten zustand"
"1678953527-686","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Elegantes Damenvelo Crosswave B22/227","Aargau, 5000, 27.02.2023","230.-","Hersteller: Crosswave 
Radgrösse: 28 Zoll
Rahmenhöhe: 40 cm
Gangzahl: 27

Beschrieb:
Damen - Fahrrad, in Silber für Freizeit, einkaufen oder für Fahrten zum Bahnhof.

Folgende Neu-Teile wurden verbaut:
-Bremsklötze
-Schlauch 

Alle Velos sind von unseren Fachleuten repariert und geprüft.
HINWEIS: Ein Versand des Velos ist NICHT möglich!
Für Fragen und Beratungen hilft folgende Adresse weiter:

Kontakt: 
Bikes2Go
Bahnhofstrasse 96
5000 Aarau
Tel. 062 823 91 20

Öffnungszeiten:

Montag bis Freitag
08:00 bis 12:00 Uhr 
13:00 bis 17:00 Uhr

Samstag
Geschlossen

Wir freuen uns auf Deinen Besuch.
Bikes2Go Team"
"1678953527-687","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Schönes Damenfahrrad der Marke Crosswave, B22/218","Aargau, 5000, 27.02.2023","320.-","Hersteller: 
Radgrösse: 28 Zoll
Rahmenhöhe: 45 cm
Gangzahl: 27

Beschrieb:

Damen-Fahrrad, in Weiss für Freizeit, einkaufen oder für Fahrten zum Bahnhof.

Folgende Neu-Teile wurden verbaut:
- Pneu und Schlauch
- Griffe Lenkstange
- Bremsklötze
- Kette

Alle Velos sind von unseren Fachleuten repariert und geprüft.
HINWEIS: Ein Versand des Velos ist NICHT möglich!
Für Fragen und Beratungen hilft folgende Adresse weiter:

Kontakt: 
Bikes2Go
Bahnhofstrasse 96
5000 Aarau
Tel. 062 823 91 20

Öffnungszeiten:

Montag bis Freitag
08:00 bis 12:00 Uhr 
13:00 bis 17:00 Uhr

Samstag
Geschlossen

Wir freuen uns auf Deinen Besuch.
Bikes2Go Team"
"1678953527-688","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Stylisches Citybike, Bixs Timeless, B22/202","Aargau, 5000, 27.02.2023","480.-","Hersteller: 
Radgrösse: 28 Zoll
Rahmenhöhe: 48.5 cm
Gangzahl: 8

Beschrieb:

Damen - Fahrrad, in Hellblau / Metallic für Freizeit, einkaufen oder für Fahrten zum Bahnhof.

Folgende Neu-Teile wurden verbaut:
-V+H Pneu
-Bremsklötze
-Griffe 

Alle Velos sind von unseren Fachleuten repariert und geprüft.
HINWEIS: Ein Versand des Velos ist NICHT möglich!
Für Fragen und Beratungen hilft folgende Adresse weiter:

Kontakt: 
Bikes2Go
Bahnhofstrasse 96
5000 Aarau
Tel. 062 823 91 20

Öffnungszeiten:

Montag bis Freitag
08:00 bis 12:00 Uhr 
13:00 bis 17:00 Uhr

Samstag
Geschlossen

Wir freuen uns auf Deinen Besuch.
Bikes2Go Team"
"1678953527-689","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Gemütliche Stadtwohnung im ruhigen Albisrieden","Zürich, 8047, 27.02.2023, auf homegate.ch","950'000.-","Diese gemütliche 3.5-Zimmerwohnung mit einer Grösse von rund 78 Quadratmeter liegt im zweiten Stockwerk einer familienfreundlichen Überbauung im ruhigen Albisrieden; unweit vom Zentrum Zürichs entfernt. Das Gebäude ist ohne Lift ausgestattet.
Neben zwei Schlafzimmern gibt es eine kleine separate Küche und einen grossen Wohn- und Essbereich. Dieser führt auf den überdachten Balkon, von dem man einen tollen Blick ins nahe Grün hat. Das Badezimmer mit Dusche wurde im Jahr 2014 erneuert und verfügt über ein Fenster. 
Allgemein wurde die gesamte Liegenschaft, sowie auch die Wohnung laufend unterhalten. Mit kleinen Auffrischungen erblüht diese rasch wieder im neuen Glanz.
Zur Wohnung gehört ein kleines Kellerabteil und im Dachgeschoss ein grosszügiger Estrich. Die gemeinsame Waschküche befindet sich im Erdgeschoss des Gebäudes. Für die Velos gibt es ebenfalls einen separaten Raum. In der nebenan gelegenen Tiefgarage befindet sich der Parkplatz der Wohnung.  
Sollten Sie Interesse an diesem gemütlichen Rückzugsort haben, können Sie sich gerne bei uns melden für einen Besichtigungstermin vor Ort.
Kaufpreis-Übersicht
· Wohnung: CHF 950'000.-
· 1 Tiefgaragenparkplatz: CHF 40'000.-
· Gesamtkaufpreis: CHF 990'000.-

Auf der Maklando-Webseite finden Sie detailliertere Informationen und weitere Bilder:"
"1678953527-690","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","VW Caddy 1.2TSI Benzin Wohnmobil/ Camper *SOFORT VERFÜGBAR*","Aargau, 6042, 27.02.2023","29'500.-","Fahrzeugbeschreibung

Ausstattung Caddy:

- EZ 03/2015
- KM 82500
- 2-Sitzer
- 1.2TSI 105PS Benzin
- Klimaanlage
- 5-Gang Handschaltung
- Anhängerkupplung
- Zentralverrieglung mit Funkfernbedienung
- Service neu/ MFK neu
- 12 monatige Garantie

Ausstattung Wohnbereich GEOVAN M - Grundausstattung:

Sitzen und Schlafen
- Sitzbank zum Sitzen 165cm * 140cm L-Form
- Bett mit der Grösse 140cm * 200cm, die Länge wird durch Verstellen der Vordersitze erreicht
- Stoffbezug im Wohnbereich ist abnehmbar und kann gewaschen werden, verschiedene Farben verfügbar. Eine Farbauswahl kann bei Übernahme des Fahrzeugs bestimmt werden
- Tisch, mit festen Fuss, drehbar, herausnehmbar und ist Bestandteil des Bettes

Kücheneinrichtung
- Kompressorschublade 30L
- Induktionskochfeld, herausnehmbar um aussen zu Kochen
- Grosse Spüle inkl. Wasserhahn, schwenkbar

Wasserversorgung
- 49L Frischwassertank
- Anschluss für Wasserbetankung von innen
- Dusche für Aussen

Beleuchtung
- 2 x LED Leselampe
Heizen und Lüften
- Standheizung mit Zeitfunktion
- Dachfenster 28*28cm mit Moskitoschutz und Dauerbelüftung

Elektrizität
- Batterie 100AH Lithium
- Victron Ladegerät 230V/12V inkl. Bluetoothsteuerung
- Victron Laderegler Solar inkl. Bluetoothsteuerung
- 100 Watt Solarpanel
- Spannungswandler mit reiner Sinuswelle (medizinische Geräte und E-Bike laden möglich)

Stauraum
- Diverse Fächer und Schubladen für Gegenstände
- grosser Laderaum unter/ hinter den Vordersitzen

Der GEOVAN M besticht durch seine kompakten Masse, kein Parkhaus, keine Parklücke ist eine Herausforderung. Zu dem sind diese Fahrzeuge sehr wendig und liegen im unteren Bereich was den Treibstoffverbrauch anbelangt.
Der Wohnausbau ist komplett neu. Im Bettkasten befindet sich die Standheizung, der grosse Wassertank und die Kühlschublade. Der Rest dient als Stauraum. Das Fahrzeug ist für 2 Personen zugelassen. Alle GEOVAN`s, welche unser Unternehmen verlassen sind ein Wohnmobil mit der dazugehörigen Zulassung. Unsere Fahrzeuge sind grundsätzlich ab Motofahrzeugkontrolle und frischen Service. Auch eine Garantie von mindestens einem Jahr ist inbegriffen. Der Campingausbau ist neu und ist immer mit zwei Jahren Garantie versehen. Wir bieten Finanzierungen oder Leasing mit oder ohne Anzahlung an. Garantieverlängerung und Garantieerweiterungen sind möglich. Bei uns gibt es keine Ablieferungspauschale.

Inklusivleistungen:
- Ab Service
- 12 monatige/ 20.000KM Garantie
- 12 monatige Garantie auf den Ausbau
- Ab MFK
- Zulassung als Wohnmobil
- Zulassungsservice
- Vignette
- Vollgetankt
- Einweisung in alle Komponenten des Campers

Optionale Zusätze:
- Fahrradträger für 2 Velos auf der Heckklappe, auch beladen zu öffnen 750CHF
- Winterreifen 700CHF (je nach Bestand und Verfügbarkeit)
- Alufelgen 1000CHF (je nach Bestand und Verfügbarkeit)
- Heckzelt 190CHF (Für Fahrzeuge mit Heckklappe)
- Kederschiene mit Markise komplett Set 550CHF
- Gardienen für die Fenster im Wohnraum 400CHF
- Vorhang zum Abtrennen Fahrerhaus/ Wohnraum 300CHF

*Zwischenverkauf, Tippfehler und Irrtümer vorbehalten"
"1678953530-691","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Fendt 515 Bianco Wohnwagen - topp Zustand","Solothurn, 4500, 01.03.2023","23'900.-","Zu verkaufen gegen Barzahlung - ab sofort verfügbar
Fendt 515 Bianco Swiss Edition mit viel Zubehör
2.32 x 7.51 / total Auflastung bis 1800 KG
2 x Einzelbett / Rund Dinette
Omnistor Thule 4.5m
Mover SR Truma
Veloträger (2 Velos) Thule
Megasat / TV Anlage 
MFK 2022
Gasprüfung gemacht
Alu Felgen, Neu bereift"
"1678953530-692","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Service E-Bike und Velos","Bern, 3627, 01.03.2023","135.-","Also ruft mich an, kommt vorebei, ich mache Ihnen eine seriöse Offerte für Ihr Velo oder E-Bike helfe auch gerne ein basentes zu suchen, nach Ihrem wünschen bis bald!"
"1678953530-693","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Rücklicht,  SMART E-LINE, für Velos und andere Möglichkeiten","Aargau, 5630, 01.03.2023","12.-","mit 3 verschiedenen Funktionen, immer leuchtendes   Licht, Blinklicht und Wechsellicht
in neuwertigem Zustand, Batterien müssen selber installiert werden
Versand ist möglich"
"1678953530-694","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Renault Megane E-Tech EV60 *ICONIC*","St. Gallen, 9642, 01.03.2023, auf carforyou.ch","46'500.-","* Wärmepumpe * Totwinkel-Assist * Ambientebeleuchtung * Sitzheizung *


                  ***Herzlich Willkommen bei Auto Hermann, Ihr Spezialist für Elektrofahrzeuge!***  

 Mit dem Neuen Renault Megane E-Tech Electric präsentiert Renault das erste Modell seiner Elektrofahrzeuge der «Generation 2.0» und schlägt damit ein neues Kapitel in seiner mehr als zehnjährigen elektrischen Revolution auf. Zudem ist der Neue Mégane E-TECH Electric ist voll vernetzt im Elektro-Ökosystem und integriert sich in die Umgebung seiner Nutzer. Der Mégane von morgen ist bereits heute Realität! Die Anhängerlast des Neuen Mégane E-TECH Electric entspricht dem höchsten Niveau in dieser Kategorie. Er kann mit Anhängerkupplung mühelos Veloträger transportieren, aber auch einen Anhänger mit bis zu 900 kg (gebremst, je nach Version) ziehen. Der Dach Querträger, auf dem eine Dachbox, Velos, Skier, usw. angebracht werden, sind als Zubehör erhältlich. So gestaltet sich die Nutzung noch flexibler und die Erwartungen der Kunden in diesem Segment wird erfüllt. 

 Entspricht dieser Renault Megane E-Tech nicht ihren Vorstellung? Kein Problem! Wir haben weitere Fahrzeuge an Lager oder bestellen für Sie Ihre Wunschkonfiguration. Unsere Fahrzeuge finden Sie auf unserer Homepage auto-hermann.ch. Zuzüglich CHF 450.- Ablieferpauschale.  

 *Testen Sie den Renault Megane E-Tech auf der Straße!* Für eine Terminvereinbarung erreichen Sie uns in: 

 Ebnat-Kappel SG: Telefonnummer: 071 993 11 11, Email:  

 Wil SG: Telefonnummer: 071 911 11 12,  Email:  

 Lyssach BE: Telefonnummer: 034 534 00 05,  Email:  

 ***Wir freuen uns auf Ihren Besuch*** 

 *Auto Hermann* Das größte Elektro Competence Center der Schweiz an drei Standorten, Ebnat-Kappel SG, Wil SG, Lyssach BE * über 300 Elektro Fahrzeuge an Lager * 

              
                2 Jahre Garantie, Batterie 8 Jahre / 160'000km"
"1678953530-695","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Velo de Ville","Zürich, 8712, 01.03.2023","120.-","Velo de Ville, Alivio 9 Gang, guter Zustand, Farbe crème weiss, normaler Veloservice empfehlenswert (da seit längerer Zeit nicht mehr benutzt). Neupreis CHF 1'199.00 (im 2014) vom FACHHÄNDLER. Aus erster Hand, Original-Rechnung vorhanden und einsehbar.

Beide Velos zusammen CHF 150 (anstatt CHF 200)."
"1678953530-696","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Veloträger","Zürich, 8165, 01.03.2023","20.-","Wurde paar mal gebraucht, jedoch fehlt 1 Gummischutz welcher das Auto schützt. Sonst voll funktionsfähig für 2 Velos"
"1678953530-697","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Chariot Corsaire 2","Schwyz, 6403, 01.03.2023","250.-","Geschwisterwagen/Transportanhänger für das Velo.
Die Deichsel wird an der Achse des Hinterrades Ihres Velos montiert.
Neupreis Fr. 1250.--"
"1678953530-698","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Sturmey Archer Achsmutter Rechts","Zürich, 8604, 01.03.2023","5.-","Achsmutter Rechts für 3 Gang Schweizer Oldtimer Velos.  Vorkasse! Abholung vor Ort möglich. Versand möglich."
"1678953530-699","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Sturmey Archer Achsmutter Links","Zürich, 8604, 01.03.2023","4.-","Achsmutter Links  für 3 Gang Schweizer Oldtimer Velos Vorkasse!  Abholung vor Ort möglich. Versand möglich."
"1678953530-700","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Sturmey Archer Verbindungs Lasche","Zürich, 8604, 01.03.2023","8.-","Verbindungs Lasche zum 3Gang Schaltkettchen-Zeigerkettchen für 3 Gang Schweizer Oldtimer  Velos. Vorkasse! Abholung vor Ort möglich. Versand möglich."
"1678953530-701","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Sturmey Archer Zeigerketchen","Zürich, 8604, 01.03.2023","8.-","Gangschaltkettchen-Zeigerketchen für 3 Gang Schweizer Oldtimer Velos. Vorkasse! Abholung vor Ort möglich. Versand möglich."
"1678953530-702","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Bauprojekt an bester Lage in Dornach","Solothurn, 4143, 01.03.2023, auf homegate.ch","2'439'000.-","Eckdaten im Überblick
 

Haus B

- Grundstücksfläche 522²

- Wohnfläche 206m²

- Nebennutzflächen 31m²

- Terrasse 20m², davon 9m² gedeckt

- Carport mit 15m²

- ein ungedeckter Stammparkplatz und ein Besucherparkplatz

- Verkaufspreis CHF 2'439'000.-




Sockelgeschoss
Beide Häuser verfügen über ein natürlich belichtetes, helles Sockelgeschoss mit grossen Fenstern zum unteren Gartenniveau. Die beiden dort angeordneten Zimmer sind vollwertige, helle Wohnräume, mit Blick in den unteren Garten. Auf der unbelichteten Seite, zum Hang hin, befinden sich auf diesem Geschoss ein Duschbad, eine Waschküche, ein Keller- und ein Technikraum.

Erdgeschoss
Das Erdgeschoss liegt auf der Ebene des oberen Gartens. Im Vergleich zur Strassenebene, befindet es sich bereits 1.50m höher, so dass man von einem hohen Lichteinfall profitiert und von hier aus wunderbar die Umgebung sieht.
Über eine Aussentreppe auf der Nordseite der Gebäude, gelangt man zum Eingangsbereich, der durch ein Vordach geschützt ist.
Angrenzend an das Entrée sind auf der Nordostseite ein Reduit und das Gäste WC untergebracht. In Richtung Süden und Westen öffnen sich die Gebäude zu den Gärten hin und profitieren vom Blick ins Grüne und der Besonnung bis in den Abend hinein.

Im hellen, offenen Wohn-Ess-Kochbereich ist ein gedeckter Sitzplatz in die Volumen eingeschnitten. An diese Loggia schliesst eine offene Terrasse an, so dass eine grosszügige Aussenfläche entsteht, die sowohl einen geschützten, als auch einen offenen Bereich zum Verweilen bietet. Die Luxusküche die mit wunderbaren Features wie Induktionskochfeld mit Umluftdunstabzug nach unten oder einem Wasserhahn der mit einer Sprudel- und Kühlfunktion ausgestattet ist, rundet das  Profil ab. 

Obergeschoss
Im Obergeschoss befinden sich im Standard zwei Zimmer, ein zum Treppenhaus offener Bürobereich und ein grosses Badezimmer. Hier kann bei Bedarf z.B. auch ein drittes Zimmer abgetrennt und zwei kleine Bäder, statt des einen Bades eingebaut werden.

Aussenbereich
Der Aussenbereich mit einer ursprünglichen Hangneigung von ca. 10% wird so gestaltet, dass sich je zwei Gartenniveaus ergeben. Auf der oberen Gartenebene befindet sich ein durch Bäume beschatteter Sitzplatz aus Kies und über ein paar Stufen gelangt man in den unteren, vor dem Sockelgeschoss liegenden Garten. Beide Gartenniveaus sind auch von den Parkplätzen aus über ein Gartentor erreichbar. Die Gartenflächen, bestehend aus Rasen und Magerwiese, werden punktuell durch Büsche und Stauden aufgelockert. Hecken aus einheimischen Pflanzen umgeben die Grundstücke und sorgen für Privatsphäre.

Zu jedem Haus gehört ein offener, an die Häuser angebauter Carport, ein davor liegender, ungedeckter Stellplatz und ein Besucherparkplatz. Hinter den Carports bietet eine befestigte Fläche Platz für Velos, eine Gartentruhe oder ähnliches. 





Lage
Das zentral gelegene Grundstück ist sehr gut an den öffentlichen Verkehr angebunden und es gibt zahlreiche Einkaufsmöglichkeiten in einer Distanz von weniger als 500m. Trotzdem handelt es sich um eine sehr ruhige Parzelle, an einer nur von Anwohnern befahrenen Strasse.

Die unmittelbare Nähe zu diversen Freizeitangeboten ist ebenfalls ein Plus für die beiden Häuser. Das kleine Gartenbad liegt nur 100m entfernt, daran schliesst sich die Birs mit ihrem Ufer-Spazierweg an und auch der Tennisclub befindet sich in unmittelbarer Nähe.  



Baubeschrieb

Energie
- Minergie-P-Standard
- Photovoltaikanlage auf den Hauptdächern gemäss Minergie-P Anforderungen

Heizung
- Wärmeerzeugung für Heizung und Warmwasser mittels Erdsonden und Wärmepumpe
- Eine Heizungsanlage pro Haus jeweils im Technikraum im Sockelgeschoss
- Fussbodenheizung mit Free Cooling Funktion in allen Wohnräumen und Nasszellen
- Reduit, Keller, Technikräume und Waschküche sind unbeheizt

Lüftung
- Kontrollierte Lüftung mit Wärmerückgewinnung in allen Räumen 

Tragkonstruktion
- Sockelgeschosse als ..."
"1678953530-703","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Bauprojekt an bester Lage in Dornach","Solothurn, 4143, 01.03.2023, auf homegate.ch","2'389'000.-","Eckdaten im Überblick
 

Haus A

- Grundstücksfläche 408²

- Wohnfläche 205m²

- Nebennutzflächen 31m²

- Terrasse 20m², davon 9m² gedeckt

- Carport mit 15m²

- ein ungedeckter Stammparkplatz und ein Besucherparkplatz

- Verkaufspreis CHF 2'389'000.-




Sockelgeschoss
Beide Häuser verfügen über ein natürlich belichtetes, helles Sockelgeschoss mit grossen Fenstern zum unteren Gartenniveau. Die beiden dort angeordneten Zimmer sind vollwertige, helle Wohnräume, mit Blick in den unteren Garten. Auf der unbelichteten Seite, zum Hang hin, befinden sich auf diesem Geschoss ein Duschbad, eine Waschküche, ein Keller- und ein Technikraum.

Erdgeschoss
Das Erdgeschoss liegt auf der Ebene des oberen Gartens. Im Vergleich zur Strassenebene, befindet es sich bereits 1.50m höher, so dass man von einem hohen Lichteinfall profitiert und von hier aus wunderbar die Umgebung sieht.
Über eine Aussentreppe auf der Nordseite der Gebäude, gelangt man zum Eingangsbereich, der durch ein Vordach geschützt ist.
Angrenzend an das Entrée sind auf der Nordostseite ein Reduit und das Gäste WC untergebracht. In Richtung Süden und Westen öffnen sich die Gebäude zu den Gärten hin und profitieren vom Blick ins Grüne und der Besonnung bis in den Abend hinein.

Im hellen, offenen Wohn-Ess-Kochbereich ist ein gedeckter Sitzplatz in die Volumen eingeschnitten. An diese Loggia schliesst eine offene Terrasse an, so dass eine grosszügige Aussenfläche entsteht, die sowohl einen geschützten, als auch einen offenen Bereich zum Verweilen bietet. Die Luxusküche die mit wunderbaren Features wie Induktionskochfeld mit Umluftdunstabzug nach unten oder einem Wasserhahn der mit einer Sprudel- und Kühlfunktion ausgestattet ist, rundet das  Profil ab. 

Obergeschoss
Im Obergeschoss befinden sich im Standard zwei Zimmer, ein zum Treppenhaus offener Bürobereich und ein grosses Badezimmer. Hier kann bei Bedarf z.B. auch ein drittes Zimmer abgetrennt und zwei kleine Bäder, statt des einen Bades eingebaut werden.

Aussenbereich
Der Aussenbereich mit einer ursprünglichen Hangneigung von ca. 10% wird so gestaltet, dass sich je zwei Gartenniveaus ergeben. Auf der oberen Gartenebene befindet sich ein durch Bäume beschatteter Sitzplatz aus Kies und über ein paar Stufen gelangt man in den unteren, vor dem Sockelgeschoss liegenden Garten. Beide Gartenniveaus sind auch von den Parkplätzen aus über ein Gartentor erreichbar. Die Gartenflächen, bestehend aus Rasen und Magerwiese, werden punktuell durch Büsche und Stauden aufgelockert. Hecken aus einheimischen Pflanzen umgeben die Grundstücke und sorgen für Privatsphäre.

Zu jedem Haus gehört ein offener, an die Häuser angebauter Carport, ein davor liegender, ungedeckter Stellplatz und ein Besucherparkplatz. Hinter den Carports bietet eine befestigte Fläche Platz für Velos, eine Gartentruhe oder ähnliches. 





Lage
Das zentral gelegene Grundstück ist sehr gut an den öffentlichen Verkehr angebunden und es gibt zahlreiche Einkaufsmöglichkeiten in einer Distanz von weniger als 500m. Trotzdem handelt es sich um eine sehr ruhige Parzelle, an einer nur von Anwohnern befahrenen Strasse.

Die unmittelbare Nähe zu diversen Freizeitangeboten ist ebenfalls ein Plus für die beiden Häuser. Das kleine Gartenbad liegt nur 100m entfernt, daran schliesst sich die Birs mit ihrem Ufer-Spazierweg an und auch der Tennisclub befindet sich in unmittelbarer Nähe.  



Baubeschrieb

Energie
- Minergie-P-Standard
- Photovoltaikanlage auf den Hauptdächern gemäss Minergie-P Anforderungen

Heizung
- Wärmeerzeugung für Heizung und Warmwasser mittels Erdsonden und Wärmepumpe
- Eine Heizungsanlage pro Haus jeweils im Technikraum im Sockelgeschoss
- Fussbodenheizung mit Free Cooling Funktion in allen Wohnräumen und Nasszellen
- Reduit, Keller, Technikräume und Waschküche sind unbeheizt

Lüftung
- Kontrollierte Lüftung mit Wärmerückgewinnung in allen Räumen 

Tragkonstruktion
- Sockelgeschosse als ..."
"1678953530-704","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Veloabstellständer 5-fach","Basel-Landschaft, 4460, 01.03.2023","25.-","Die solide Konstruktion gefällt durch die spezielle Bügelform, welche auch das Einstellen von Velos mit Scheibenbremsen ermöglicht. 

Gekauft bei Coop Bau & Hobby für 139 CHF

Masse (L x B x H) 1370 x 450 x 420 mm. Gewicht 8.5 kg."
"1678953530-705","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","LIPARI EVO Velotransporttasche 118x102x25cm, 2.1kg, 2 Stück","Aargau, 5703, 01.03.2023","85.-","In den gepolsterten Radtaschen der Seitenteile lassen sich problemlos 29er-Räder verstauen. Velos ohne Schutzbleche und Gepäckträger können schnell reisefertig gemacht werden: Räder ausbauen, Lenker querstellen, Pedale entfernen (empfohlen, spart Platz und schont die Speichen). Um das Handling beim Bepacken zu vereinfachen, ist ein roter Zurrgurt vorhanden, der die Seitenteile verbindet, nachdem der Rahmen in der Tasche platziert wurde. So lassen sich die Räder sehr einfach in die Taschen einschieben, ohne dass die Seitenteile mühsam nach aussen wegklappen. (VN)
-Geeignet für Bahn-, Auto- und Flugtransport*
- Innentasche 26 x 25cm für Schnellspanner und Kleinmaterial (einer Radtasche aufgenäht)
-Verstellbarer Schultergurt und Tragriemen vereinfachen das Tragen
-Zurriemen fixieren den Inhalt und sorgen für eine kompakte Packung
-Aussenmaterial 600/1000 Denier-Nylon, sehr robust und strapazierfähig
-Masse 118 x 102 x 25cm
-Gewicht 2.1kg
*Die LIPARI ist sehr leicht und der Leerraum kann mit Bekleidung und Ausrüstung zum Schutz des Velos gestopft werden. Die Schutzwirkung ist dann im Vergleich zu einer Veloschachtel mit Stopfmaterial mindestens ebenbürtig. Die Tasche kann am Zielort auf ein handliches Mass zusammengefaltet werden, was für die Weiterreise im Taxi oder mit dem öffentlichen Verkehr sehr praktisch ist.
Beide Taschen sind neuwertig, 2 mal gebraucht. Der Preis von Fr. 85.00 versteht sich pro Tasche."
"1678953530-706","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Thule Fahrradträger Sport G2 Short","Bern, 3004, 01.03.2023","175.-","Hallo Zusammen,
der Träger ist an nahezu jeder Kofferraumklappe anzubringen, muss nur eingehängt werden und bietet Platz für 2 Velos. Wir haben ihn nie verwendet - er ist also ausgepackt, zusammengebaut und nie verwendet worden: Zustand NEU und unbenutzt.
Liste der Fahrzeuge für die er passt, findet man auf der Thule Homepage"
"1678953530-707","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Kindersitz für Velos","Zürich, 8134, 01.03.2023","15.-","Polisport wallaroo
Max 22 kg

neuwertig"
"1678953530-708","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Schneidemaschine und Bostitch","Basel-Landschaft, 4106, 01.03.2023","42.-","Schönes und altes Büro-Set. 
Schneidemaschine (Kolibri) und Bostitch (VELOS Made in England) funktionieren gut, trotz Alter und Gebrauchsspuren. 
Die Bostitch Klammern sind immer noch im Handel (24/6 Universal) erhältlich. 

Schneidemaschine: ca. 19 x 10 cm
mit Griff: ca. 28 cm

Bostitch: ca. 12.5 x 4.25 cm

Abholung oder Versand plus Porto"
"1678953530-709","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=17&query=velos","Thule- Dachträger","Aargau, 5035, 01.03.2023","200.-","Thule Dachträger. Für vier Velos.
Nur einmal gebraucht. Stand danach in der Garage.
Gutem Zustand.
Muss abgeholt werden."
