;id;price;area;rooms
22452;22453;2108;62;2
22453;22454;5208;168;4
22454;22455;1512;56;2
22455;22456;7812;252;6
22456;22457;992;31;1
22457;22458;3224;124;4
22458;22459;6020;215;5
22459;22460;2262;87;3
22460;22461;8127;301;7
22461;22462;5075;175;5
22462;22463;5220;180;6
22463;22464;1254;38;1
22464;22465;1188;44;1
22465;22466;4950;165;5
22466;22467;5544;168;4
22467;22468;1820;70;2
22468;22469;4290;130;5
22469;22470;6120;180;6
22470;22471;3625;125;5
22471;22472;1496;44;1
22472;22473;1566;58;2
22473;22474;5160;172;4
22474;22475;1360;40;1
22475;22476;6293;203;7
22476;22477;5890;190;5
22477;22478;5766;186;6
22478;22479;3465;105;3
22479;22480;3366;99;3
22480;22481;7095;215;5
22481;22482;2784;87;3
22482;22483;3564;108;4
22483;22484;5550;185;5
22484;22485;3645;135;5
22485;22486;5084;164;4
22486;22487;2730;105;3
22487;22488;1040;40;1
22488;22489;2436;84;3
22489;22490;1280;40;1
22490;22491;988;38;1
22491;22492;5670;210;6
22492;22493;1984;64;2
22493;22494;972;36;1
22494;22495;728;26;1
22495;22496;1400;50;2
22496;22497;858;33;1
22497;22498;3861;117;3
22498;22499;1792;64;2
22499;22500;6880;215;5
22500;22501;868;31;1
22501;22502;4290;130;5
22502;22503;4488;136;4
22503;22504;7548;222;6
22504;22505;675;27;1
22505;22506;2268;81;3
22506;22507;945;35;1
22507;22508;6993;259;7
22508;22509;7068;228;6
22509;22510;7752;228;6
22510;22511;3456;108;4
22511;22512;1419;43;1
22512;22513;4960;160;4
22513;22514;7378;217;7
22514;22515;8463;273;7
22515;22516;4680;180;6
22516;22517;3162;93;3
22517;22518;2376;88;2
22518;22519;864;32;1
22519;22520;5292;196;7
22520;22521;1972;58;2
22521;22522;918;27;1
22522;22523;4000;125;5
22523;22524;2904;88;2
22524;22525;5735;185;5
22525;22526;8029;259;7
22526;22527;4640;160;5
22527;22528;3712;116;4
22528;22529;5460;210;7
22529;22530;7182;266;7
22530;22531;4524;156;4
22531;22532;5346;162;6
22532;22533;2604;93;3
22533;22534;4480;160;5
22534;22535;7056;252;7
22535;22536;5440;160;5
22536;22537;2112;66;2
22537;22538;3000;120;3
22538;22539;1836;68;2
22539;22540;6552;234;6
22540;22541;1462;43;1
22541;22542;4092;132;3
22542;22543;6370;245;7
22543;22544;2835;105;3
22544;22545;6396;246;6
22545;22546;2184;84;2
22546;22547;6300;210;7
22547;22548;756;28;1
22548;22549;4536;168;4
22549;22550;4950;165;5
22550;22551;5115;165;5
22551;22552;2916;108;4
22552;22553;3744;144;4
22553;22554;6528;192;6
22554;22555;6880;215;5
22555;22556;1950;78;2
22556;22557;6090;210;5
22557;22558;3552;111;3
22558;22559;5890;190;5
22559;22560;6552;234;6
22560;22561;756;28;1
22561;22562;2610;90;3
22562;22563;1394;41;1
22563;22564;3915;135;5
22564;22565;4920;164;4
22565;22566;6664;196;7
22566;22567;2418;93;3
22567;22568;2448;72;2
22568;22569;4080;120;4
22569;22570;2856;102;3
22570;22571;6665;215;5
22571;22572;1768;52;2
22572;22573;7252;259;7
22573;22574;1204;43;1
22574;22575;1768;68;2
22575;22576;5184;162;6
22576;22577;4524;174;6
22577;22578;2464;88;2
22578;22579;3348;108;4
22579;22580;1400;56;2
22580;22581;5376;168;6
22581;22582;1102;38;1
22582;22583;4495;155;5
22583;22584;4698;174;6
22584;22585;7254;234;6
22585;22586;6804;252;6
22586;22587;5280;160;4
22587;22588;924;28;1
22588;22589;4050;150;5
22589;22590;858;33;1
22590;22591;3000;120;4
22591;22592;2475;99;3
22592;22593;3915;145;5
22593;22594;5460;195;5
22594;22595;2542;82;2
22595;22596;1066;41;1
22596;22597;4725;189;7
22597;22598;3596;124;4
22598;22599;1160;40;1
22599;22600;7040;220;5
22600;22601;5824;182;7
22601;22602;2788;82;2
22602;22603;2464;88;2
22603;22604;5805;215;5
22604;22605;1875;75;3
22605;22606;4860;180;6
22606;22607;3654;126;3
22607;22608;783;27;1
22608;22609;2800;100;4
22609;22610;2349;87;3
22610;22611;1550;62;2
22611;22612;1092;42;1
22612;22613;4050;162;6
22613;22614;7482;258;6
22614;22615;2560;80;2
22615;22616;4988;172;4
22616;22617;4704;168;4
22617;22618;4960;160;5
22618;22619;5346;198;6
22619;22620;9702;294;7
22620;22621;6090;210;5
22621;22622;1500;50;2
22622;22623;3432;104;4
22623;22624;2349;81;3
22624;22625;2904;88;2
22625;22626;2432;76;2
22626;22627;3016;104;4
22627;22628;1875;75;3
22628;22629;6475;259;7
22629;22630;6720;210;6
22630;22631;2624;82;2
22631;22632;2296;82;2
22632;22633;1176;42;1
22633;22634;5670;189;7
22634;22635;1798;58;2
22635;22636;2610;90;3
22636;22637;6708;258;6
22637;22638;5070;195;5
22638;22639;7224;258;6
22639;22640;6993;259;7
22640;22641;2592;96;3
22641;22642;2720;80;2
22642;22643;780;30;1
22643;22644;4350;150;6
22644;22645;6324;204;6
22645;22646;6000;240;6
22646;22647;812;28;1
22647;22648;3168;99;3
22648;22649;4816;172;4
22649;22650;5940;220;5
22650;22651;625;25;1
22651;22652;1020;30;1
22652;22653;5046;174;6
22653;22654;7310;215;5
22654;22655;1650;66;2
22655;22656;3000;100;4
22656;22657;8085;245;7
22657;22658;8448;264;6
22658;22659;1066;41;1
22659;22660;6993;259;7
22660;22661;2886;111;3
22661;22662;6765;205;5
22662;22663;2958;102;3
22663;22664;1450;50;2
22664;22665;1560;60;2
22665;22666;6912;216;6
22666;22667;6076;196;7
22667;22668;2046;66;2
22668;22669;5610;170;5
22669;22670;6084;234;6
22670;22671;2720;80;2
22671;22672;4000;125;5
22672;22673;6125;245;7
22673;22674;6090;210;5
22674;22675;6076;196;7
22675;22676;1134;42;1
22676;22677;7854;231;7
22677;22678;3465;105;3
22678;22679;3536;136;4
22679;22680;4500;150;5
22680;22681;3596;124;4
22681;22682;6240;240;6
22682;22683;1950;75;3
22683;22684;7350;294;7
22684;22685;6048;224;7
22685;22686;2496;96;3
22686;22687;957;29;1
22687;22688;1500;60;2
22688;22689;2046;62;2
22689;22690;2112;64;2
22690;22691;8568;252;6
22691;22692;7140;238;7
22692;22693;3750;150;5
22693;22694;2904;88;2
22694;22695;2262;87;3
22695;22696;2871;99;3
22696;22697;3348;108;3
22697;22698;8772;258;6
22698;22699;4698;174;6
22699;22700;2448;72;2
22700;22701;4158;126;3
22701;22702;8976;264;6
22702;22703;2838;86;2
22703;22704;6048;216;6
22704;22705;896;28;1
22705;22706;4816;172;4
22706;22707;7482;258;6
22707;22708;1204;43;1
22708;22709;1209;39;1
22709;22710;1302;42;1
22710;22711;1200;40;1
22711;22712;3420;114;3
22712;22713;7392;224;7
22713;22714;7752;228;6
22714;22715;5304;156;4
22715;22716;1452;44;1
22716;22717;1450;58;2
22717;22718;4914;182;7
22718;22719;2600;100;4
22719;22720;4056;156;4
22720;22721;3552;111;3
22721;22722;1085;35;1
22722;22723;1044;36;1
22723;22724;4256;152;4
22724;22725;3720;124;4
22725;22726;6864;264;6
22726;22727;2408;86;2
22727;22728;1904;68;2
22728;22729;3060;90;3
22729;22730;5022;186;6
22730;22731;1176;42;1
22731;22732;5510;190;5
22732;22733;1302;42;1
22733;22734;5920;185;5
22734;22735;3360;105;3
22735;22736;5848;172;4
22736;22737;2886;111;3
22737;22738;2046;66;2
22738;22739;5200;200;5
22739;22740;2100;75;3
22740;22741;1080;40;1
22741;22742;1998;74;2
22742;22743;3900;156;4
22743;22744;3016;104;4
22744;22745;2856;84;2
22745;22746;806;31;1
22746;22747;8448;264;6
22747;22748;6630;195;5
22748;22749;7392;264;6
22749;22750;4732;182;7
22750;22751;1386;42;1
22751;22752;2460;82;2
22752;22753;4440;148;4
22753;22754;1280;40;1
22754;22755;850;25;1
22755;22756;3840;120;3
22756;22757;4704;168;4
22757;22758;4350;174;6
22758;22759;2610;90;3
22759;22760;3255;105;3
22760;22761;1768;52;2
22761;22762;2916;108;3
22762;22763;5160;172;4
22763;22764;3915;145;5
22764;22765;3456;128;4
22765;22766;9933;301;7
22766;22767;2294;74;2
22767;22768;5270;155;5
22768;22769;2816;88;2
22769;22770;3321;123;3
22770;22771;5916;204;6
22771;22772;2604;84;2
22772;22773;2288;88;2
22773;22774;4588;148;4
22774;22775;5304;204;6
22775;22776;5712;204;6
22776;22777;6400;200;5
22777;22778;702;26;1
22778;22779;3162;102;3
22779;22780;2997;111;3
22780;22781;5940;220;5
22781;22782;4480;140;5
22782;22783;4620;165;5
22783;22784;3000;120;3
22784;22785;1176;42;1
22785;22786;784;28;1
22786;22787;8190;273;7
22787;22788;4960;160;5
22788;22789;2924;86;2
22789;22790;6084;234;6
22790;22791;6438;222;6
22791;22792;2312;68;2
22792;22793;1450;58;2
22793;22794;4884;148;4
22794;22795;3456;108;4
22795;22796;5610;170;5
22796;22797;2232;72;2
22797;22798;4200;140;5
22798;22799;6435;195;5
22799;22800;3920;140;5
22800;22801;7770;259;7
22801;22802;7616;238;7
22802;22803;4464;144;4
22803;22804;1107;41;1
22804;22805;3952;152;4
22805;22806;1700;68;2
22806;22807;6435;195;5
22807;22808;3364;116;4
22808;22809;1271;41;1
22809;22810;1944;72;2
22810;22811;780;30;1
22811;22812;700;25;1
22812;22813;3900;156;4
22813;22814;3900;150;6
22814;22815;9996;294;7
22815;22816;7644;294;7
22816;22817;8526;294;7
22817;22818;756;27;1
22818;22819;5568;192;6
22819;22820;7854;238;7
22820;22821;2176;68;2
22821;22822;3224;104;4
22822;22823;924;28;1
22823;22824;4495;145;5
22824;22825;1419;43;1
22825;22826;3780;140;4
22826;22827;1254;38;1
22827;22828;4224;132;4
22828;22829;750;30;1
22829;22830;9758;287;7
22830;22831;7254;234;6
22831;22832;3456;108;4
22832;22833;2700;100;4
22833;22834;1092;42;1
22834;22835;3456;108;3
22835;22836;1836;54;2
22836;22837;3696;112;4
22837;22838;6727;217;7
22838;22839;8232;294;7
22839;22840;8232;294;7
22840;22841;3999;129;3
22841;22842;7134;246;6
22842;22843;2640;80;2
22843;22844;4060;140;5
22844;22845;6293;217;7
22845;22846;6664;238;7
22846;22847;3640;130;5
22847;22848;3672;108;4
22848;22849;2050;82;2
22849;22850;1320;40;1
22850;22851;3108;111;3
22851;22852;1131;39;1
22852;22853;2436;87;3
22853;22854;3510;117;3
22854;22855;2268;84;2
22855;22856;1900;76;2
22856;22857;4455;165;5
22857;22858;5332;172;4
22858;22859;5670;210;6
22859;22860;3024;112;4
22860;22861;4185;155;5
22861;22862;6765;205;5
22862;22863;7656;264;6
22863;22864;4640;160;4
22864;22865;1188;44;1
22865;22866;1450;50;2
22866;22867;6435;195;5
22867;22868;4640;160;4
22868;22869;5400;180;5
22869;22870;2808;108;4
22870;22871;2542;82;2
22871;22872;5916;204;6
22872;22873;3300;132;3
22873;22874;6528;204;6
22874;22875;1320;40;1
22875;22876;6966;258;6
22876;22877;2187;81;3
22877;22878;6160;220;5
22878;22879;4836;156;6
22879;22880;5425;217;7
22880;22881;2511;93;3
22881;22882;1800;60;2
22882;22883;2790;93;3
22883;22884;7854;231;7
22884;22885;2912;112;4
22885;22886;2176;64;2
22886;22887;3672;108;3
22887;22888;825;33;1
22888;22889;4320;160;4
22889;22890;1000;40;1
22890;22891;5880;210;7
22891;22892;1728;64;2
22892;22893;3380;130;5
22893;22894;2204;76;2
22894;22895;5320;190;5
22895;22896;875;35;1
22896;22897;5670;210;7
22897;22898;1292;38;1
22898;22899;3813;123;3
22899;22900;6468;196;7
22900;22901;1612;52;2
22901;22902;1302;42;1
22902;22903;4200;168;6
22903;22904;4050;162;6
22904;22905;8932;308;7
22905;22906;6510;217;7
22906;22907;4264;164;4
22907;22908;1836;68;2
22908;22909;5394;186;6
22909;22910;3600;120;4
22910;22911;7548;222;6
22911;22912;7344;216;6
22912;22913;840;28;1
22913;22914;3375;135;5
22914;22915;7350;245;7
22915;22916;5508;204;6
22916;22917;2240;70;2
22917;22918;4960;155;5
22918;22919;7161;231;7
22919;22920;2294;74;2
22920;22921;2652;78;3
22921;22922;1408;44;1
22922;22923;1189;41;1
22923;22924;4550;175;5
22924;22925;4536;168;6
22925;22926;1258;37;1
22926;22927;6480;240;6
22927;22928;1900;76;2
22928;22929;3996;148;4
22929;22930;6800;200;5
22930;22931;2100;84;3
22931;22932;5000;200;5
22932;22933;5805;215;5
22933;22934;2574;78;3
22934;22935;4224;132;4
22935;22936;3240;120;3
22936;22937;5632;176;4
22937;22938;1023;33;1
22938;22939;4500;150;6
22939;22940;2376;72;2
22940;22941;7068;228;6
22941;22942;8624;308;7
22942;22943;2430;81;3
22943;22944;3162;93;3
22944;22945;2112;64;2
22945;22946;2025;81;3
22946;22947;2200;88;2
22947;22948;5104;176;4
22948;22949;6450;215;5
22949;22950;6930;210;5
22950;22951;6380;220;5
22951;22952;3200;128;4
22952;22953;7040;220;5
22953;22954;6216;222;6
22954;22955;5168;152;4
22955;22956;1320;44;1
22956;22957;5824;182;7
22957;22958;4800;150;6
22958;22959;9044;266;7
22959;22960;3600;144;4
22960;22961;1287;39;1
22961;22962;700;28;1
22962;22963;1960;70;2
22963;22964;3978;117;3
22964;22965;6860;245;7
22965;22966;1914;58;2
22966;22967;806;31;1
22967;22968;4455;135;5
22968;22969;3456;108;4
22969;22970;7392;264;6
22970;22971;7280;280;7
22971;22972;700;28;1
22972;22973;2520;90;3
22973;22974;1650;50;2
22974;22975;5376;168;4
22975;22976;1066;41;1
22976;22977;1248;39;1
22977;22978;4816;172;4
22978;22979;4800;192;6
22979;22980;986;29;1
22980;22981;2400;75;3
22981;22982;3654;126;3
22982;22983;4590;135;5
22983;22984;6510;210;5
22984;22985;6048;189;7
22985;22986;6708;258;6
22986;22987;1350;50;2
22987;22988;7812;252;7
22988;22989;4930;145;5
22989;22990;6336;198;6
22990;22991;5576;164;4
22991;22992;960;30;1
22992;22993;1120;35;1
22993;22994;3968;124;4
22994;22995;5460;210;7
22995;22996;5148;198;6
22996;22997;6552;234;6
22997;22998;5610;165;5
22998;22999;960;32;1
22999;23000;6600;264;6
23000;23001;7350;294;7
23001;23002;4698;174;6
23002;23003;6235;215;5
23003;23004;1073;37;1
23004;23005;5304;156;4
23005;23006;3510;135;5
23006;23007;8610;287;7
23007;23008;1944;72;2
23008;23009;9520;280;7
23009;23010;4300;172;4
23010;23011;5460;210;6
23011;23012;2400;96;3
23012;23013;7161;217;7
23013;23014;918;27;1
23014;23015;3024;108;3
23015;23016;2720;80;2
23016;23017;4160;160;4
23017;23018;1102;38;1
23018;23019;4368;168;4
23019;23020;6237;231;7
23020;23021;3224;124;4
23021;23022;3300;132;3
23022;23023;3780;135;5
23023;23024;4488;132;3
23024;23025;3276;126;3
23025;23026;3640;140;4
23026;23027;6450;258;6
23027;23028;5084;164;4
23028;23029;7326;222;6
23029;23030;4320;144;4
23030;23031;2904;88;2
23031;23032;7040;220;5
23032;23033;1914;58;2
23033;23034;864;27;1
23034;23035;6664;196;7
23035;23036;2340;78;2
23036;23037;2080;80;2
23037;23038;9408;294;7
23038;23039;7616;224;7
23039;23040;8736;273;7
23040;23041;2754;102;3
23041;23042;2700;90;3
23042;23043;1458;54;2
23043;23044;6264;216;6
23044;23045;1680;56;2
23045;23046;5250;175;7
23046;23047;3016;116;4
23047;23048;4080;120;3
23048;23049;8064;252;6
23049;23050;3800;152;4
23050;23051;5916;204;6
23051;23052;3168;99;3
23052;23053;5022;162;6
23053;23054;918;34;1
23054;23055;3024;108;3
23055;23056;2496;96;3
23056;23057;3584;128;4
23057;23058;5880;196;7
23058;23059;3360;120;4
23059;23060;2400;80;2
23060;23061;3456;108;3
23061;23062;4752;144;4
23062;23063;7104;222;6
23063;23064;3480;120;3
23064;23065;1120;35;1
23065;23066;3770;130;5
23066;23067;7378;238;7
23067;23068;4640;160;4
23068;23069;2800;100;4
23069;23070;1258;37;1
23070;23071;3132;116;4
23071;23072;884;34;1
23072;23073;6930;210;7
23073;23074;5550;185;5
23074;23075;2604;84;2
23075;23076;4160;160;5
23076;23077;2688;84;2
23077;23078;6732;204;6
23078;23079;2214;82;2
23079;23080;5850;234;6
23080;23081;3348;124;4
23081;23082;5887;203;7
23082;23083;1085;35;1
23083;23084;5075;203;7
23084;23085;2754;102;3
23085;23086;1025;41;1
23086;23087;5535;205;5
23087;23088;2883;93;3
23088;23089;1064;38;1
23089;23090;4800;160;5
23090;23091;3968;128;4
23091;23092;6300;210;7
23092;23093;2418;93;3
23093;23094;2378;82;2
23094;23095;2475;99;3
23095;23096;4732;182;7
23096;23097;7644;273;7
23097;23098;3060;102;3
23098;23099;900;36;1
23099;23100;3420;114;3
23100;23101;4930;145;5
23101;23102;4480;140;5
23102;23103;841;29;1
23103;23104;3060;90;3
23104;23105;8512;266;7
23105;23106;1450;58;2
23106;23107;5760;180;6
23107;23108;5676;172;4
23108;23109;5775;231;7
23109;23110;3750;150;5
23110;23111;2262;87;3
23111;23112;2976;96;3
23112;23113;3645;135;5
23113;23114;8960;280;7
23114;23115;3000;120;3
23115;23116;5775;231;7
23116;23117;5376;168;4
23117;23118;2442;74;2
23118;23119;3900;130;5
23119;23120;1088;32;1
23120;23121;1650;66;2
23121;23122;1404;54;2
23122;23123;5075;203;7
23123;23124;750;30;1
23124;23125;6188;182;7
23125;23126;4060;140;5
23126;23127;5394;174;6
23127;23128;5890;190;5
23128;23129;1131;39;1
23129;23130;2511;81;3
23130;23131;840;28;1
23131;23132;2400;80;2
23132;23133;2924;86;2
23133;23134;3400;100;4
23134;23135;4495;145;5
23135;23136;8778;266;7
23136;23137;3360;120;3
23137;23138;2784;87;3
23138;23139;5265;195;5
23139;23140;4212;156;6
23140;23141;4872;174;6
23141;23142;1798;62;2
23142;23143;5265;195;5
23143;23144;3360;105;3
23144;23145;5040;180;6
23145;23146;3264;96;3
23146;23147;3944;116;4
23147;23148;6370;245;7
23148;23149;2697;87;3
23149;23150;1750;70;2
23150;23151;5304;156;4
23151;23152;2236;86;2
23152;23153;6916;266;7
23153;23154;2604;84;3
23154;23155;918;34;1
23155;23156;1023;31;1
23156;23157;4056;156;4
23157;23158;4640;160;4
23158;23159;3952;152;4
23159;23160;5460;210;5
23160;23161;2856;84;2
23161;23162;3510;135;5
23162;23163;868;28;1
23163;23164;918;34;1
23164;23165;1728;54;2
23165;23166;1204;43;1
23166;23167;6630;195;5
23167;23168;6966;258;6
23168;23169;3584;128;4
23169;23170;675;25;1
23170;23171;3528;126;3
23171;23172;3276;126;3
23172;23173;4500;150;5
23173;23174;3240;108;4
23174;23175;7000;280;7
23175;23176;1624;56;2
23176;23177;4200;168;6
23177;23178;3600;120;4
23178;23179;3720;120;3
23179;23180;5670;210;6
23180;23181;6293;217;7
23181;23182;6528;192;6
23182;23183;6650;266;7
23183;23184;5642;217;7
23184;23185;3225;129;3
23185;23186;6150;246;6
23186;23187;4872;168;6
23187;23188;1914;58;2
23188;23189;4620;165;5
23189;23190;3774;111;3
23190;23191;4340;140;5
23191;23192;5600;175;7
23192;23193;4750;190;5
23193;23194;2652;78;2
23194;23195;780;26;1
23195;23196;3612;129;3
23196;23197;1428;42;1
23197;23198;4340;155;5
23198;23199;4914;182;7
23199;23200;4760;170;5
23200;23201;2652;78;2
23201;23202;2442;74;2
23202;23203;2240;80;2
23203;23204;10164;308;7
23204;23205;825;33;1
23205;23206;3465;105;3
23206;23207;8036;287;7
23207;23208;4860;180;5
23208;23209;4495;145;5
23209;23210;5952;192;6
23210;23211;4368;156;6
23211;23212;928;32;1
23212;23213;1075;43;1
23213;23214;4224;132;3
23214;23215;4900;175;5
23215;23216;4292;148;4
23216;23217;7098;273;7
23217;23218;9331;301;7
23218;23219;3510;135;5
23219;23220;7980;266;7
23220;23221;3625;145;5
23221;23222;8246;266;7
23222;23223;7350;294;7
23223;23224;8036;287;7
23224;23225;2688;84;2
23225;23226;924;28;1
23226;23227;3840;128;4
23227;23228;5280;176;4
23228;23229;3808;112;4
23229;23230;7140;210;6
23230;23231;1209;39;1
23231;23232;4960;160;4
23232;23233;7175;287;7
23233;23234;2325;75;3
23234;23235;2400;75;3
23235;23236;4160;160;4
23236;23237;3936;123;3
23237;23238;2871;87;3
23238;23239;6080;190;5
23239;23240;2268;84;2
23240;23241;7700;308;7
23241;23242;3800;152;4
23242;23243;8512;266;7
23243;23244;2720;80;2
23244;23245;4800;192;6
23245;23246;806;26;1
23246;23247;2184;78;2
23247;23248;1178;38;1
23248;23249;6560;205;5
23249;23250;1924;74;2
23250;23251;5740;205;5
23251;23252;676;26;1
23252;23253;3996;148;4
23253;23254;3042;117;3
23254;23255;6966;258;6
23255;23256;5096;182;7
23256;23257;3000;120;3
23257;23258;5075;203;7
23258;23259;3192;114;3
23259;23260;5952;192;6
23260;23261;1848;66;2
23261;23262;3600;120;3
23262;23263;8729;301;7
23263;23264;4736;148;4
23264;23265;6720;210;5
23265;23266;4725;175;5
23266;23267;1836;54;2
23267;23268;2170;70;2
23268;23269;4032;126;3
23269;23270;702;27;1
23270;23271;4810;185;5
23271;23272;4698;174;6
23272;23273;1353;41;1
23273;23274;2958;102;3
23274;23275;3564;132;4
23275;23276;5616;216;6
23276;23277;3348;108;3
23277;23278;2250;90;3
23278;23279;6336;198;6
23279;23280;756;28;1
23280;23281;3567;123;3
23281;23282;728;28;1
23282;23283;3584;112;4
23283;23284;4810;185;5
23284;23285;2997;111;3
23285;23286;3480;116;4
23286;23287;4488;132;4
23287;23288;980;35;1
23288;23289;4950;165;5
23289;23290;4059;123;3
23290;23291;4900;196;7
23291;23292;3999;129;3
23292;23293;4800;160;4
23293;23294;4704;168;6
23294;23295;3393;117;3
23295;23296;4464;144;4
23296;23297;4950;150;5
23297;23298;8092;238;7
23298;23299;2160;72;2
23299;23300;1456;52;2
23300;23301;6216;222;6
23301;23302;8127;301;7
23302;23303;5950;175;7
23303;23304;2976;96;3
23304;23305;6600;220;5
23305;23306;6720;210;5
23306;23307;4408;152;4
23307;23308;2200;88;2
23308;23309;825;33;1
23309;23310;5365;185;5
23310;23311;1036;37;1
23311;23312;4059;123;3
23312;23313;3219;111;3
23313;23314;1189;41;1
23314;23315;2494;86;2
23315;23316;1998;74;2
23316;23317;3150;126;3
23317;23318;4320;160;5
23318;23319;1300;52;2
23319;23320;6125;245;7
23320;23321;3510;130;5
23321;23322;7644;294;7
23322;23323;1350;50;2
23323;23324;5376;192;6
23324;23325;1600;50;2
23325;23326;6930;210;5
23326;23327;1512;54;2
23327;23328;3848;148;4
23328;23329;1280;40;1
23329;23330;4200;150;6
23330;23331;4408;152;4
23331;23332;5568;192;6
23332;23333;750;25;1
23333;23334;6732;198;6
23334;23335;7920;240;6
23335;23336;3500;140;5
23336;23337;2511;81;3
23337;23338;7448;266;7
23338;23339;6475;259;7
23339;23340;5880;210;7
23340;23341;4257;129;3
23341;23342;4836;186;6
23342;23343;2184;84;3
23343;23344;1462;43;1
23344;23345;3192;114;3
23345;23346;5632;176;4
23346;23347;6468;196;7
23347;23348;6660;222;6
23348;23349;7714;266;7
23349;23350;1232;44;1
23350;23351;4756;164;4
23351;23352;6960;240;6
23352;23353;2816;88;2
23353;23354;3567;123;3
23354;23355;1221;37;1
23355;23356;6300;252;7
23356;23357;4257;129;3
23357;23358;1768;68;2
23358;23359;6300;252;7
23359;23360;6970;205;5
23360;23361;5250;210;6
23361;23362;4930;170;5
23362;23363;3024;108;4
23363;23364;4550;175;5
23364;23365;2704;104;4
23365;23366;1326;39;1
23366;23367;6765;205;5
23367;23368;3813;123;3
23368;23369;1782;54;2
23369;23370;1230;41;1
23370;23371;5220;180;6
23371;23372;6080;190;5
23372;23373;4216;136;4
23373;23374;4536;168;4
23374;23375;3456;128;4
23375;23376;6664;196;7
23376;23377;4200;150;6
23377;23378;4760;140;4
23378;23379;2352;84;2
23379;23380;1508;58;2
23380;23381;2871;99;3
23381;23382;6732;198;6
23382;23383;1344;42;1
23383;23384;3960;120;4
23384;23385;5800;200;5
23385;23386;4059;123;3
23386;23387;5440;170;5
23387;23388;5481;189;7
23388;23389;800;32;1
23389;23390;4200;168;4
23390;23391;2970;90;3
23391;23392;6888;246;6
23392;23393;6888;246;6
23393;23394;4960;155;5
23394;23395;2912;104;4
23395;23396;2516;74;2
23396;23397;4350;150;5
23397;23398;8160;240;6
23398;23399;4500;150;6
23399;23400;1568;56;2
23400;23401;1404;52;2
23401;23402;4698;174;6
23402;23403;3876;114;3
23403;23404;2652;102;3
23404;23405;2268;84;3
23405;23406;6888;246;6
23406;23407;5250;210;6
23407;23408;3045;105;3
23408;23409;1036;37;1
23409;23410;3420;114;3
23410;23411;6048;189;7
23411;23412;3780;140;5
23412;23413;3162;93;3
23413;23414;930;30;1
23414;23415;3468;102;3
23415;23416;4995;185;5
23416;23417;3456;108;4
23417;23418;810;30;1
23418;23419;7714;266;7
23419;23420;4216;136;4
23420;23421;2349;87;3
23421;23422;1200;40;1
23422;23423;3648;114;3
23423;23424;6318;234;6
23424;23425;3552;111;3
23425;23426;3960;120;3
23426;23427;1500;60;2
23427;23428;702;26;1
23428;23429;9331;301;7
23429;23430;4550;182;7
23430;23431;5250;175;7
23431;23432;5504;172;4
23432;23433;1728;54;2
23433;23434;6235;215;5
23434;23435;6188;238;7
23435;23436;8064;252;6
23436;23437;4250;170;5
23437;23438;5016;152;4
23438;23439;3640;140;4
23439;23440;1728;64;2
23440;23441;2784;87;3
23441;23442;8256;258;6
23442;23443;832;26;1
23443;23444;4500;180;6
23444;23445;3712;128;4
23445;23446;936;36;1
23446;23447;806;26;1
23447;23448;5642;217;7
23448;23449;3900;150;5
23449;23450;2000;80;2
23450;23451;5535;205;5
23451;23452;1768;52;2
23452;23453;4290;130;5
23453;23454;7740;258;6
23454;23455;7812;252;7
23455;23456;3640;140;5
23456;23457;2992;88;2
23457;23458;1290;43;1
23458;23459;2268;81;3
23459;23460;2325;75;3
23460;23461;918;34;1
23461;23462;832;32;1
23462;23463;3552;111;3
23463;23464;3225;129;3
23464;23465;5535;205;5
23465;23466;1176;42;1
23466;23467;5376;168;4
23467;23468;4440;148;4
23468;23469;6552;234;6
23469;23470;2378;82;2
23470;23471;4785;165;5
23471;23472;3225;129;3
23472;23473;4950;198;6
23473;23474;3999;129;3
23474;23475;6300;210;5
23475;23476;4128;129;3
23476;23477;6970;205;5
23477;23478;6237;231;7
23478;23479;1066;41;1
23479;23480;5568;174;6
23480;23481;2523;87;3
23481;23482;6528;192;6
23482;23483;2752;86;2
23483;23484;5642;182;7
23484;23485;6380;220;5
23485;23486;6200;200;5
23486;23487;6825;273;7
23487;23488;1736;62;2
23488;23489;4800;192;6
23489;23490;850;34;1
23490;23491;4988;172;4
23491;23492;2784;87;3
23492;23493;3060;102;3
23493;23494;6138;186;6
23494;23495;4224;128;4
23495;23496;5800;200;5
23496;23497;4930;145;5
23497;23498;3480;120;3
23498;23499;5104;176;4
23499;23500;6708;258;6
23500;23501;1276;44;1
23501;23502;806;26;1
23502;23503;8118;246;6
23503;23504;5859;217;7
23504;23505;5916;204;6
23505;23506;3024;112;4
23506;23507;812;28;1
23507;23508;4712;152;4
23508;23509;4712;152;4
23509;23510;1200;40;1
23510;23511;3584;112;4
23511;23512;4816;172;4
23512;23513;3920;140;5
23513;23514;2240;80;2
23514;23515;4160;160;5
23515;23516;7344;216;6
23516;23517;2900;100;4
23517;23518;8316;308;7
23518;23519;1120;35;1
23519;23520;4620;165;5
23520;23521;1680;60;2
23521;23522;2838;86;2
23522;23523;5394;186;6
23523;23524;4212;162;6
23524;23525;728;26;1
23525;23526;2754;102;3
23526;23527;3944;116;4
23527;23528;7104;222;6
23528;23529;8064;252;7
23529;23530;4264;164;4
23530;23531;3536;104;4
23531;23532;3024;112;4
23532;23533;3432;132;3
